	author	title	pages	letter	text
139	Rétif	Paysan	117-118	CLXVI	Le premier adorateur de ma Zéphire a été un grand blondin bai (pour ne pas dire roux) fils unique, très riche et très sot, d'un gros marchand de la rue saint Antoine : il ne lui touchait la main qu'avec un gant blanc, ne lui parlait qu'en se courbant avec un rire niais et forcé. Zéphire en est fort contente : si elle ne m'aimait pas, tout mauvais sujet que je suis, dit-elle en badinant, elle l'épouserait : en fait de maris, elle pense qu'il faut qu'ils soient adorés, ou sots. Le second adorateur a été un vieillard encore vert, et d'une gaieté qui fait oublier son âge : Zéphire regrette sérieusement de ne pouvoir épouser celui-ci. -- C'est un homme aimable, avec qui une femme serait heureuse (me dit-elle) ; et la chose serait très faisable, si je pouvais compter sur ta constance : car ce grison ne ferait que tenter de m'empêcher de t'être fidèle, il m'enrichirait, me laisserait bientôt veuve, jeune et opulente ; et j'aurais la liberté de faire ta fortune. Tout l'inconvénient, c'est lorsqu'il faudrait fondre la cloche : ton Gaudet ne pourrait-il pas nous trouver quelque fourbe -- ? (Tu vois comme sur mes récits l'on a une haute opinion de ton rare mérite : entre nous, tu ne ferais pas mal d'y rêver). Le troisieme galant de Zéphire était un homme marié : plus clair-voyant que les autres, il crut le second jour découvrir dans l'archi-Lucrece, quelque chose || qui marquait de la facilité. D'après cette belle idée, il fit des propositions analogues à ses vues. Zéphire le rembarra de maniere à le faire repentir de la mauvaise opinion qu'il avait (si injustement) prise d'une fille comme elle. 
144	Rétif	Paysan	105	CLXIII	J'ai pour voisin un jeune fat, d'une figure fadement belle, et dont le génie romanesque répond à la figure : [...]. 
145	Rétif	Paysan	101	CLXIII	Il y a quelque temps, que je rencontrai dans la rue Saint-Jacques, une jeune personne bien faite, et qui me parut jolie. Son air embarrassé me fit la suivre. [...] Elle demeure avec sa mère, et elle me parut charmante. [...] Enfin, je m'informai de son nom et de ce qu'elle était. Elle se nomme Adélai:de Colart, et est fille d'un riche maître maçon.
146	Rétif	Paysan	90/94/95	CLXII	Un de ces matins que je me promenais ainsi en négligé, il me vint en pensée de faire quelques commissions ; je m'arrêtai au coin d'une rue, où il me sembla que j'avais vu la veille rendre une lettre à la dérobée par un grand nigaud d'auvergnac, qui avait une veste comme la mienne. Je n'y avais pas été un quart d'heure, qu'une jeune pouponne, jolie à croquer, avance son minois fripon hors de la boutique d'un gros marchand son cher père, et de sa main blanchette, me remet un billet ambré. -- Mon ami, me dit-on bien bas, porte ce billet à son adresse : tu me rendras la réponse avec intelligence, entends-tu ? (90)[...] [avec la scène de séduction, la nuit, elle toute contente]A neuf heures du matin, je suis revenu (sous mes haillons) devant la porte de ma belle : je l'ai trouvée rayonnante ; une intéressante langueur paraissait dans ses yeux ; le vermillon le plus vif (et le plus naturel) animoit ses joues de lis : oh ! qu'elle était belle ! et comme je me suis félicité !... (94)[...] [la superchérie est découverte et donc l'infidélité de la fille]Mais dans la journée, je passai proprement mis devant la porte de ma divinité. Ah ! Quel changement ! Elle était pâle ; ses yeux battus semblaient rougis par les larmes. J'en fus si ému, que je demeurai comme immobile. Elle me fixa : sans doute qu'elle me reconnut, et que l'habit qu'elle me voyait, l'éclaira sur la noirceur que je lui avais faite ; elle se leva vivement : et moi, de peur des suites, je me suis alertement évadé. (95)
147	Rétif	Paysan	89-90	CLXI	L'un de ces jours, la femme d'un orfèvre de la rue de l'Arbre-sec me parut jolie, et je résolus, pour me divertir, de lui écrire ce qu'elle m'inspirait. Ma lettre était un peu libertine, mais je lui avais donné une tournure plaisante. Je la portai moi-même sous mon uniforme de savoyard ; et en la présentant, j'en fis honneur, dans mon grossier baragouin, à un jeune mousquetaire. J'avais choisi le moment où la belle était seule dans sa boutique. On lit : on ne se contraignait pas beaucoup devant moi, j'avais le plaisir de suivre tous les mouvements qu'inspirait la lecture : ils se peignaient tous sur son aimable physionomie ; tantôt elle souriait, tantôt elle rougissait, quelquefois elle éclatait de rire. (sujet de la cinquante et unième figure.) [... dialogue qui n'est présent que dans l'édition de 1782...] || Mets-toi à ma place ; est-il scène de comédie qui puisse donner un plaisir pareil ? 
149	Rétif	Paysan	86-88	CLXI	Ainsi, ne t'en déplaise, je continuerai de voir la charmante Zephire : mais ne crains rien ; je lui donne une rivale. Je ne veux plus de##l'amour ; cette fatale, cette cruel le et déchirante passion empoisonne tous les plaisirs qu'elle procure ; et voilà pourquoi j'ai deux maîtresses également jolies ; l'une m'empêche de m'attacher trop fortement à l'autre ; la diversité bannit le sentiment injuste et stagnant de la préférence unique. Zéphire est d'une gaieté folle, et si charmante dans sa folie, que j'ai besoin de songer à tout moment qu'Aurore sa rivale est pétrie de graces ; qu'elle a des yeux noirs aussi tendres, malgré leur vivacité, que les bleus. Mais l'excellent spécifique contre les rechutes de raison, que cette adorable Zéphire ! Tu sais comme elle se diversifie, comme elle passe de l'étourderie au ton affectueux, du léger au tendre, et du tendre à la folie, pour redevenir ensuite la plus sensée, la plus douce petite créature. C'est un Prothée ; à la différence, que sous toutes ses formes elle est à ravir ; au lieu que le vieux Prothée de la fable, en prenoit souvent d'effrayantes.  Cependant Aurore a son mérite, quoiqu'entiérement différent : elle est libertine, provoquante, c'est un trésor, en un mot, pour les obsoleti de Pétrone (supposé quelle voulût mettre ses talents en usage avec de vieux débauchés). C'est une plaisante histoire, que la maniere dont j'ai connu cette Aurore.##[...] || || ##Quant à Zéphire (qui ne m'en est pas moins chère, quoique je me partage) elle est, je crois, jalouse outre mesure. Pour ménager sa faiblesse, je lui dérobe avec soin toutes mes démarches dont elle n'est pas l'objet. Ah ! Mon cousin ! Qu'elle est séduisante cette Zéphire, et qu'elle serait dangereuse, si la balance ne demeurait pas en équilibre par le contrepoids que lui font Aurore et sa jeune allemande. En vérité, je crois qu'elle ramenerait l'amour dans mon coeur, comme tu le crains ! Son charme le plus fort, c'est qu'elle##aime ; et, tu le sais, rien de si intéressant qu'une fille jeune, belle et tendre pour nous. Le manque de sagesse n'est pas un obstacle à l'amour ; sur tout lorsqu'on a été, comme Zéphire, plongée dans le libertinage avant que la raison éclairât, et par celle qui devait en préserver : Zéphire, par un effet de cette confiance qu'une jeune fille a naturellement dans sa mère, a pris l'habitude du vice, sans en avoir le goût ; l'honnêteté de son coeur me fait souvent rougir de moi-même ; cette fille n'a jamais rien vu, rien entendu, qui puisse la faire douter de sa dégradation : et moi... pardon, l'ami ; j'ai abjuré mes anciennes faiblesses. 
150	Rétif	Paysan	83	CLIX	C'est comme Ursule, ses excès l'ont perdue... quelles têtes que les femmes, et qu'elles sont difficiles à conduire ! [...] mais que faire de cette fille ? La voilà laide, affreuse, dégoutante... son haleine... ce palais carié... ces ulcères cicatrisés sur ce qu'elle eut de plus beau... ces yeux éteints et cavés... ces joues creusées... tout cela en fait un monstre. Je crois qu'à présent qu'elle est rétablie, le mieux serait de ramasser les débris de sa fortune, et de la mettre pensionnaire dans quelque communauté, où elle ne blesserait plus les yeux. Qu'en dis-tu ? ... ma foi une femme laide n'est plus bonne à rien. 
153	Rétif	Paysan	76-77	CLIX	J'avais fait connaissance avec une jeune fille très jolie, qui demeure proche de l'Opéra ; enjouée, sémillante, || légere, un peu plus qu'étourdie, et portant le nom de Zéphire, comme le plus analogue : c'est l'inconséquence, la vivacité, la pétulance personnifiées ; son air, ses yeux, son petit nez en l'air, son instabilité expriment d'abord tout ce qu'elle est : avec cela, quatorze ans. Elle me charma. Une prostituée ! diras-tu. Elle a cela de commun avec bien d'honnêtes femmes de ce pays-ci. J'ai continué de la voir ; elle s'est attachée à moi plus qu'on n'aurait osé l'en croire susceptible. 
160	Rétif	Paysan	34-35	CXXXVII	Je suis tes ordres, ma charmante : ton laquais te dira par quel heureux hasard je l'ai rencontré, comme il portait ton paquet à la poste : mais avant que de te rendre visite, il fallait prendre l'air du bureau, afin de##ne me pas trouver chez toi avec la belle Mme Parangon. Je suis venu dans le coche avec cette incomparable prude ; car elle l'est cent fois plus que jamais, et je crois plus jolie encore que prude : elle a un air de mélancolie douce qui cadre on ne peut mieux avec sa figure, et qui va au coeur. Je n'ai pu obtenir d'être souffert dans la même cabane ; des femmes ont eu seules cet avantage : cependant l'usage, dans ces voitures, c'est qu'hommes, femmes, soldats, moines, honnêtes gens, sacripants, maîtres et valets, tout soit pêle-mêle ; c'est une parfaite image des saturnales des anciens, et comme un avant-goût de la capitale. J'ai cependant tâché d'amuser la belle mélancolique dans les visites de jour : car pour la nuit, porte close ; je servais, je lisais, je conversais, je chantais, je folichonnais, comme tu dis, mais non dans le sens que tu le dis, friponne ; on ne m'a pas honoré d'un souris. C'est pourtant une femme, et une femme comme les autres, c'est-à-dire faible... mais elle ne l'est que pour Edmond. L'heureux mortel ! ... ne va pas inférer de-là, jolie friponne, qu'à mon avis Mme Parangon te surpasse ; elle t'égale, tout au plus : mais cette douceur enchanteresse de ses regards ; cette adorable pruderie qui lui va si bien ! Et puis cette pensée, peut-être, qu'on ne peut la posséder, lui donnent une valeur bien au-dessus de son prix réel. {Mais c'est assez parler de cette matière, et tu sais tout ce qu'elle vaut. Je suis arrivé enfin.}
165	Rétif	Paysan	26	CXXXV	[...] dans ses yeux si beaux et si doux, où se peint tant de candeur [...] dans ses yeux si beaux et si doux, où se peint tant de candeur ! 
166	Rétif	Paysan	23	CXXXIV	Tu n'aimes point cet Italien. Ni moi : mais toi, tu as tort ; je pourrais t'être fidèle avec lui. C'est mon maître à danser qui me l'a amené ; il est Ambassadeur de *** : c'est un vieillard noir et décharné ; je l'ai toujours mal reçu : hier, on m'a apporté de sa part pour dix mille écus de bijoux ; il a bien fallu passer la nuit avec ce magot-là. Jamais je n'ai été si tourmentée, et la scène a fini par une incongruité... (Lacune de quelques lignes.) Quels gens que ces Italiens ! 
169	Rétif	Paysan	10-11	CXXVIII	J'entrevois que tu es prêt à devenir petit-maître, et à te ranger dans cette classe ridicule, mille fois moins avilie qu'elle n'est méprisable. Mon ami, il y a trois sortes de petits-maîtres en Europe : nos farauds du bas étage, les fats de qualité, et les petits-maîtres anglais, dont la secte commence à passer en France. ##Les farauds sont des grivois la plupart sans cervelle ; qui font consister tout leur mérite dans une sorte de propreté affectée, dans une certaine facilité à faire le coup de poing. Les fats, outre l'afféterie et le goût d'une ridicule magnificence, ont de plus tous les autres défauts qui constituent le sot achevé : Bonne opinion d'eux-mêmes exclusivment, présomption, indiscrétion, hardiesse, arrogance, insolence, futilité, bavardage, impudence, fanfaronnade, lâcheté, jactance, dureté, égoi:sme, etc., etc. Ils manquent de bon sens, de pudeur, de droiture, de véracité, d'honnêteté : Ils ne connaissent ni la piété filiale, ni l'amour, ni l'amitié : s'ils jouissent, c'est sans le sentir, et par ostentation. Le petit-maître anglais (dont quelques prétendus philosophistes commencent à prendre le ridicule, est une sorte de quaker plutôt brutal que franc, plus négligé que simple ; un demi-cynique, qui le voudrait être et ne l'ose pas. Les hommes de cette espèce affectent d'outrer toutes les vertus, et n'en pratiquent aucune ; ils sont humains par ostentation, || durs par goût ; ils mettent toute leur morale dans un habit de gros drap, de gros bas, de gros souliers, un grand chapeau, un bâton noueux, une perruque brune, et beaucoup de brusquerie. Vois, mon ami, si tu veux ressembler à quelqu'un de ces fous-là ? Mais non ; ton caractère s'y oppose ; et je m'en rapporte à ta constitution plutôt qu'à la vertu. Cependant je ne désapprouverais pas que tu misses un peu plus de dignité dans tes maniéres ; mais qu'elle soit affectueuse, et non protecteuse avec tes égaux.
177	Rétif	Paysan	479-480	CXXIV	La marquise me donne chaque jour de nouvelles marques d'une préférence flatteuse. Mais je n'ose compter sur un bonheur trop au-dessus de moi. J'ai cependant employé ta recette : je suis à l'affût des moindres lueurs de bonne volonté. Je ménage surtout la jeune Suzette sa femme de chambre, et ma conduite avec elle vient de donner lieu à une singulière aventure ! Elle me parlait d'elle hier soir ; et moi, je comprenais de la marquise ce qu'elle me disait. Je répondais en conséquence de mon erreur. La friponne s'est aperçue du quiproquo : elle a proposé un rendez-vous pour la nuit prochaine. J'ai accepté avec transport. A minuit, elle est venue m'ouvrir une porte du jardin, qui donne sur le boulevard. Je l'ai suivie jusqu'à sa chambre, qui est à côté de l'appartement de sa maîtresse, où j'ai pensé qu'elle me conduisait ; mais un petit bruit de rideau que nous avons entendu, lui ayant fait souffler la lumière, je n'ai pas su où j'allais. Elle avait quitté ma main dans le premier mouvement de crainte ; elle ne l'a reprise qu'au bout d'un instant, pour me conduire dans une alcôve. Elle s'est mise au lit, apparemment ; car m'étant approché d'un je l'y ai trouvée. Elle m'a invité à m'y glisser, d'un son de voix si ressemblant à celui de la marquise, que je m'y suis trompé. J'ai fait les choses en conséquence ; et la friponne a dû bien rire, de s'entendre quelquefois appeler mon adorable marquise ! Car le matin, mon ami, le matin ! au grand jour, j'ai trouvé... Suzette à côté de moi !... Je me suis résigné : Suzette a vingt ans ; elle est blanche comme lis, vermeille comme la rose, ardente au déduit amoureux || (sujet de la quarantième figure)... Mais je croyais posséder la marquise, et la chute de la maîtresse à la suivante est toujours désagréable ! Que dis-tu de tout cela ?##
